filename,label,split
0.00_1785025887602_NoResult.png,0320,val
0.84_1785027993094_111.png,1139,val
0.83_1785030622836_1.png,0456,val
0.80_1785026444637_121.png,0250,val
0.00_1785028610843_NoResult.png,2051,val
0.00_1785030631618_NoResult.png,0505,val
0.84_1785028342693_11.png,1649,val
0.80_1785030376312_11.png,0055,val
0.00_1785027775595_NoResult.png,0839,val
0.84_1785028289911_1.png,1557,val
0.83_1785027687069_112.png,0712,val
0.84_1785028100754_12.png,1325,val
0.84_1785027732523_1.png,0757,val
0.00_1785029118153_NoResult.png,2844,val
0.84_1785028424203_11.png,1809,val
0.81_1785027309658_014.png,0148,val
0.00_1785027383170_NoResult.png,0300,val
0.80_1785027656001_111.png,0642,val
0.82_1785029314526_111.png,3116,val
0.80_1785026055676_111.png,0606,val
0.00_1785026705677_NoResult.png,0708,val
0.00_1785025831566_NoResult.png,0226,val
0.00_1785027952406_NoResult.png,1059,val
0.81_1785029110964_21.png,2837,val
0.73_1785025714822_1.png,0033,val
0.00_1785027413358_NoResult.png,0330,val
0.84_1785026699073_112.png,0702,val
0.81_1785028653899_211.png,2134,val
0.00_1785026466594_NoResult.png,0312,val
0.83_1785029539762_14.png,3458,val
0.83_1785027269059_010.png,0109,val
0.00_1785026394197_NoResult.png,0201,val
0.83_1785029525375_141.png,3444,val
0.81_1785026040333_11.png,0551,val
0.00_1785027856844_NoResult.png,0959,val
0.00_1785025442341_NoResult.png,0431,val
0.84_1785028069599_12.png,1254,val
0.82_1785025690757_1111.png,0010,val
0.84_1785028395463_111.png,1741,val
0.85_1785026701272_112.png,0704,val
0.00_1785025391130_NoResult.png,0341,val
0.84_1785028002663_111.png,1148,val
0.80_1785030234939_1.png,4512,val
0.84_1785028153473_141.png,1416,val
0.84_1785025488907_11.png,0517,val
0.83_1785030167828_411.png,4430,val
0.87_1785026345932_111.png,0115,train
0.00_1785025798881_NoResult.png,0154,train
0.75_1785027799502_11.png,0903,train
0.81_1785030016621_0211.png,4201,train
0.00_1785028957311_NoResult.png,2606,train
0.81_1785029120548_21.png,2847,train
0.81_1785028670645_211.png,2150,train
0.00_1785025399892_NoResult.png,0349,train
0.81_1785029355269_11.png,3156,train
0.80_1785029601974_11.png,3542,train
0.81_1785030119896_01.png,4343,train
0.81_1785029946784_12.png,4052,train
0.84_1785028127154_111.png,1350,train
0.00_1785026593772_NoResult.png,0518,train
0.75_1785027629570_11.png,0616,train
