filename,label,split
0.00_1785025747703_NoResult.png,0105,val
0.84_1785028287523_1.png,1555,val
0.84_1785028198976_111.png,1500,val
0.00_1785029384021_NoResult.png,3225,val
0.81_1785030175023_41.png,4437,val
0.73_1785029362444_121.png,3203,val
0.81_1785026771537_113.png,0813,val
0.00_1785026723263_NoResult.png,0726,val
0.80_1785029676137_11.png,3654,val
0.80_1785029783914_111.png,3840,val
0.81_1785030098333_022.png,4322,val
0.73_1785029451090_111.png,3330,val
0.84_1785026754019_1.png,0756,val
0.00_1785028959706_NoResult.png,2609,val
0.80_1785026321815_111.png,0051,val
0.84_1785028419433_11.png,1804,val
0.82_1785026738641_141.png,0741,val
0.87_1785026341552_1111.png,0111,val
0.00_1785026288493_NoResult.png,0019,val
0.83_1785029685712_11.png,3704,val
0.81_1785027305323_111.png,0144,val
0.84_1785028519977_11.png,1943,val
0.00_1785026747436_NoResult.png,0749,val
0.00_1785028864143_NoResult.png,2500,val
0.87_1785025987999_12.png,0459,val
0.83_1785030143831_41.png,4407,val
0.83_1785027457122_1412.png,0412,val
0.74_1785029819830_11.png,3916,val
0.75_1785029388819_122.png,3229,val
0.00_1785030499619_NoResult.png,0257,val
0.74_1785029372038_121.png,3213,val
0.85_1785026407376_1214.png,0214,val
0.84_1785028277948_11.png,1545,val
0.83_1785028857486_24.png,2454,val
0.81_1785028651505_2111.png,2131,val
0.00_1785029084628_NoResult.png,2811,val
0.85_1785026064439_11.png,0614,val
0.80_1785028725650_221.png,2244,val
0.87_1785025775599_1112.png,0132,val
0.80_1785025710446_112.png,0029,val
0.85_1785026525799_121.png,0410,val
0.81_1785029951600_01.png,4057,val
0.81_1785026506058_111.png,0351,val
0.84_1785027969142_111.png,1115,val
0.81_1785029798273_1.png,3854,train
0.80_1785028995679_211.png,2644,train
0.83_1785029695298_11.png,3713,train
0.80_1785027576708_12.png,0524,train
0.82_1785025699507_111.png,0018,train
0.83_1785029700091_11.png,3718,train
0.84_1785025458642_14.png,0447,train
0.00_1785025801223_NoResult.png,0156,train
0.80_1785029460676_111.png,3340,train
0.84_1785028390674_11.png,1736,train
0.81_1785029585219_12.png,3525,train
0.84_1785027966750_111.png,1113,train
0.00_1785029853329_NoResult.png,3948,train
0.84_1785028522373_11.png,1945,train
0.00_1785030420334_NoResult.png,0139,train
0.80_1785026457814_1111.png,0303,train
0.81_1785029333695_111.png,3135,train
0.81_1785029939540_011.png,4045,train
0.83_1785030155839_041.png,4418,train
0.83_1785030609647_122.png,0444,train
0.81_1785029915585_122.png,4022,train
0.81_1785027569494_11.png,0517,train
0.82_1785026650839_111.png,0614,train
0.83_1785028810833_241.png,2408,train
0.80_1785027852068_1.png,0954,train
0.84_1785028095976_111.png,1320,train
0.83_1785029022066_211.png,2710,train
0.83_1785029724029_11.png,3741,train
0.90_1785029532569_0141.png,3451,train
0.80_1785026003101_1114.png,0514,train
0.00_1785026714483_NoResult.png,0717,train
0.81_1785029958765_011.png,4104,train
0.84_1785025528511_1.png,0557,train
0.84_1785027995484_1111.png,1141,train
0.84_1785030675637_14.png,0548,train
0.81_1785028680226_21.png,2159,train
0.80_1785028685007_221.png,2204,train
0.87_1785026350321_111.png,0119,train
0.81_1785029321703_11.png,3123,train
0.84_1785028141494_141.png,1404,train
0.84_1785028143889_141.png,1407,train
0.82_1785028897421_21.png,2507,train
0.00_1785027658389_NoResult.png,0644,train
0.81_1785025899302_1112.png,0332,train
0.83_1785026317442_1147.png,0047,train
0.00_1785028273154_NoResult.png,1541,train
0.83_1785025971752_12.png,0443,train
0.00_1785026580592_NoResult.png,0504,train
0.00_1785030453341_NoResult.png,0211,train
0.81_1785027651066_11.png,0637,train
0.83_1785029714439_112.png,3732,train
0.83_1785030422534_1.png,0141,train
0.82_1785026497254_112.png,0342,train
0.81_1785030004624_011.png,4149,train
0.80_1785026670572_111.png,0633,train
0.83_1785026644267_111.png,0607,train
0.83_1785029482230_1411.png,3401,train
0.83_1785027478633_141.png,0433,train
0.84_1785028019404_121.png,1205,train
0.83_1785027471473_142.png,0426,train
0.87_1785025428322_121.png,0417,train
0.84_1785030486409_122.png,0244,train
0.84_1785028488861_11.png,1912,train
0.00_1785029731254_NoResult.png,3749,train
0.00_1785025486568_NoResult.png,0515,train
0.80_1785026433682_121.png,0239,train
0.83_1785027452342_141.png,0408,train
0.73_1785029858108_1.png,3953,train
0.84_1785027894997_1112.png,1002,train
0.83_1785025410830_111.png,0400,train
0.81_1785030477580_121.png,0235,train
0.81_1785027813839_11.png,0917,train
0.84_1785027866399_1111.png,1000,train
0.84_1785027957189_111.png,1103,train
0.80_1785026683721_11.png,0646,train
0.82_1785025701698_1121.png,0021,train
0.89_1785030387349_111.png,0107,train
0.82_1785026732035_11.png,0734,train
0.00_1785029759989_NoResult.png,3817,train
0.81_1785029254557_111.png,3017,train
0.87_1785025426132_121.png,0415,train
0.83_1785030179830_041.png,4442,train
0.00_1785027794720_NoResult.png,0858,train
0.81_1785029668972_11.png,3647,train
0.80_1785029348072_111.png,3149,train
0.84_1785028165493_142.png,1428,train
0.86_1785026773730_111.png,0815,train
0.87_1785030459947_121.png,0218,train
0.81_1785029927565_11.png,4033,train
0.81_1785030371913_111.png,0051,train
0.84_1785028330684_11.png,1637,train
0.81_1785029975528_121.png,4121,train
0.82_1785030603041_123.png,0437,train
0.00_1785028954917_NoResult.png,2604,train
0.81_1785029997440_112.png,4142,train
0.82_1785025861886_12.png,0255,train
0.00_1785025948365_NoResult.png,0420,train
0.81_1785029929956_11.png,4036,train
0.00_1785027675118_NoResult.png,0700,train
0.83_1785029515839_141.png,3434,train
0.00_1785026685910_NoResult.png,0648,train
0.84_1785028268372_11.png,1536,train
0.81_1785029872484_111.png,4000,train
0.84_1785028402660_11.png,1748,train
0.84_1785028280341_11.png,1548,train
0.00_1785025727965_NoResult.png,0046,train
0.84_1785028155873_141.png,1418,train
0.73_1785029549315_111.png,3500,train
0.00_1785028397870_NoResult.png,1743,train
0.81_1785029934746_0111.png,4041,train
0.83_1785027701417_12.png,0726,train
0.84_1785028364332_111.png,1710,train
0.75_1785029448698_12.png,3328,train
0.84_1785028412235_1.png,1757,train
0.84_1785028285132_1.png,1552,train
0.83_1785030136660_411.png,4400,train
0.84_1785027911744_111.png,1019,train
0.83_1785027696638_122.png,0722,train
0.87_1785025943688_121.png,0416,train
0.87_1785026517031_1212.png,0402,train
0.81_1785028620387_2111.png,2101,train
0.00_1785029625885_NoResult.png,3605,train
0.84_1785028469705_1.png,1854,train
0.84_1785028112795_11.png,1336,train
0.74_1785029374430_121.png,3215,train
0.00_1785029431946_NoResult.png,3312,train
0.75_1785027648683_11.png,0635,train
0.84_1785028050465_121.png,1235,train
0.84_1785027973934_1121.png,1120,train
0.00_1785028708894_NoResult.png,2228,train
0.84_1785028234842_11.png,1503,train
0.81_1785028978904_212.png,2627,train
0.82_1785030587622_1422.png,0422,train
0.82_1785030576622_1412.png,0412,train
0.00_1785028541508_NoResult.png,2000,train
0.81_1785029264187_112.png,3027,train
0.84_1785028323507_111.png,1630,train
0.83_1785029709658_12.png,3727,train
0.81_1785029995049_111.png,4140,train
0.83_1785029051039_21.png,2738,train
0.00_1785028868574_NoResult.png,2500,train
0.00_1785029582823_NoResult.png,3523,train
0.84_1785028417040_112.png,1802,train
0.80_1785026453420_12.png,0258,train
0.84_1785028443358_12.png,1828,train
0.81_1785026092884_112.png,0642,train
0.84_1785028014621_1211.png,1200,train
0.83_1785028837491_241.png,2435,train
0.80_1785026319629_114.png,0049,train
0.81_1785029192425_2.png,2957,train
0.81_1785029982729_12.png,4128,train
0.84_1785028400262_11.png,1745,train
0.00_1785028321108_NoResult.png,1628,train
0.83_1785029506237_142.png,3425,train
0.83_1785025470271_14.png,0459,train
0.80_1785030594235_122.png,0429,train
0.00_1785025927355_NoResult.png,0400,train
0.00_1785027694239_NoResult.png,0719,train
0.83_1785029989942_11.png,4135,train
0.83_1785029508637_14.png,3427,train
0.81_1785029937147_11.png,4043,train
0.83_1785029043878_211.png,2731,train
0.84_1785028371496_11.png,1717,train
0.84_1785027902171_111.png,1009,train
0.81_1785029941988_1.png,4048,train
0.82_1785025974092_14.png,0445,train
0.84_1785028472097_1.png,1856,train
0.73_1785029396019_121.png,3236,train
0.83_1785030182226_041.png,4444,train
0.83_1785030146222_041.png,4409,train
0.84_1785027964363_111.png,1110,train
0.84_1785028081568_11.png,1306,train
0.84_1785027971534_111.png,1117,train
0.00_1785029412785_NoResult.png,3253,train
0.81_1785029343276_111.png,3145,train
0.81_1785027316426_11.png,0155,train
0.00_1785025824574_NoResult.png,0219,train
0.82_1785026315253_15.png,0045,train
0.84_1785028304331_111.png,1611,train
0.84_1785028110404_11.png,1334,train
0.80_1785028613225_21.png,2054,train
0.81_1785026442442_12.png,0248,train
0.81_1785026011872_121.png,0523,train
0.00_1785025885257_NoResult.png,0318,train
0.83_1785029036687_22.png,2724,train
0.87_1785026361290_112.png,0129,train
0.81_1785029302500_111.png,3104,train
0.84_1785028146275_141.png,1409,train
0.83_1785027495363_141.png,0450,train
0.83_1785026282966_0014.png,0014,train
0.83_1785029046269_21.png,2733,train
0.84_1785028345087_11.png,1651,train
0.87_1785030191808_2.png,4454,train
0.80_1785026455616_1111.png,0301,train
0.84_1785028017015_1212.png,1202,train
0.00_1785026014060_NoResult.png,0525,train
0.84_1785028306730_111.png,1614,train
0.88_1785026543335_122.png,0428,train
0.86_1785030479788_121.png,0237,train
0.84_1785028292298_1.png,1559,train
0.80_1785026449022_12.png,0254,train
0.80_1785027811453_11.png,0914,train
0.73_1785029551717_111.png,3500,train
0.84_1785028179855_1412.png,1442,train
0.83_1785028841930_21.png,2439,train
0.83_1785028846376_241.png,2443,train
0.84_1785028158279_1421.png,1421,train
0.82_1785025393319_111.png,0343,train
0.81_1785028677824_217.png,2157,train
0.86_1785026556474_1221.png,0441,train
0.00_1785027427249_NoResult.png,0343,train
0.84_1785028062422_121.png,1247,train
0.82_1785030574424_1411.png,0410,train
0.82_1785026655221_111.png,0618,train
0.84_1785028381086_12.png,1727,train
0.83_1785028850824_241.png,2448,train
0.81_1785030021397_21.png,4206,train
0.84_1785028517578_111.png,1941,train
0.83_1785028861926_24.png,2459,train
0.80_1785028658678_211.png,2138,train
0.81_1785025812914_121.png,0208,train
0.84_1785026512639_17.png,0357,train
0.84_1785030481991_122.png,0240,train
0.00_1785026679326_NoResult.png,0642,train
0.80_1785029666562_11.png,3645,train
0.81_1785030455543_1211.png,0213,train
0.84_1785028462525_1.png,1847,train
0.81_1785029953993_111.png,4100,train
0.80_1785027746928_111.png,0811,train
0.83_1785026775913_1.png,0817,train
0.84_1785028139100_1412.png,1402,train
0.87_1785028088758_113.png,1313,train
0.00_1785028661073_NoResult.png,2141,train
0.83_1785027500151_14.png,0454,train
0.84_1785028335507_11.png,1642,train
0.81_1785029597174_11.png,3537,train
0.81_1785028799723_2.png,2357,train
0.83_1785027504930_14.png,0459,train
0.83_1785028833054_2411.png,2430,train
0.84_1785028515195_11.png,1938,train
0.81_1785030074001_02.png,4258,train
0.89_1785026536752_1221.png,0421,train
0.81_1785028634740_211.png,2115,train
0.83_1785029060610_21.png,2748,train
0.00_1785029484622_NoResult.png,3403,train
0.84_1785027899781_111.png,1007,train
0.88_1785025936678_121.png,0409,train
0.85_1785025934338_11.png,0407,train
0.81_1785029917988_012.png,4024,train
0.84_1785028503226_12.png,1927,train
0.84_1785030237342_14.png,4514,train
0.81_1785029905984_11.png,4012,train
